experience,skills_score,aptitude_score,coding_speed_sec,sys_design_score,hire
4,29,70,1132,7,1
0,37,41,384,1,0
2,81,93,3001,6,1
4,28,80,2323,1,0
5,92,75,144,8,1
0,25,98,2770,10,1
8,99,59,488,7,1
2,95,56,2530,4,1
9,21,75,1179,6,1
12,100,54,2246,6,1
2,45,95,964,8,1
10,28,30,2597,5,1
1,24,51,280,10,1
7,36,94,524,10,1
12,81,73,2270,9,1
2,66,86,3021,6,1
5,58,83,427,8,1
1,78,39,991,1,0
6,25,61,1475,7,1
12,87,87,2854,1,1
3,57,35,1836,4,1
8,75,38,1999,8,1
9,33,38,359,8,1
8,99,60,2199,2,1
6,73,72,300,1,1
11,51,97,2796,10,1
7,50,67,1684,9,1
2,88,68,2899,1,1
10,36,67,2128,4,1
4,23,69,400,8,1
1,25,63,570,1,0
9,83,73,1126,10,1
6,49,72,2346,3,1
12,94,65,1442,4,1
7,28,51,2900,9,1
8,43,50,1168,9,1
10,39,47,1475,8,1
10,32,76,2219,2,1
6,74,43,1456,10,1
9,38,57,3182,2,1
9,66,91,443,7,1
12,90,47,1580,7,1
7,86,57,2562,10,1
11,59,63,3309,8,1
8,77,49,2348,9,1
5,50,66,334,9,1
11,64,65,658,10,1
11,73,79,2239,10,1
9,92,80,2383,7,1
1,46,100,1871,8,1
1,71,47,338,1,1
3,74,93,1439,2,1
8,46,91,185,4,1
6,64,96,2587,2,1
1,62,99,173,5,1
7,61,88,1228,2,1
10,25,59,980,9,1
6,67,44,2589,1,1
8,77,31,3029,8,1
7,46,32,3490,6,1
2,51,39,2026,1,0
0,57,88,2146,10,1
1,72,49,870,3,1
12,96,45,2638,2,1
1,46,33,1991,6,0
3,59,53,1642,10,1
5,54,85,1587,4,1
3,96,78,866,7,1
8,81,35,2262,1,1
3,20,38,2684,2,0
5,46,31,152,4,1
5,41,45,2151,10,1
9,67,39,2167,3,1
10,43,77,1029,6,1
9,42,32,2459,8,1
0,72,50,724,3,0
7,54,73,3373,7,1
11,92,97,2842,10,1
2,46,82,1926,5,1
12,26,40,2985,7,1
5,43,63,669,1,1
2,99,30,1220,9,1
10,42,64,2813,3,1
1,26,35,464,4,0
4,75,47,3540,2,1
0,41,52,3594,10,1
8,39,54,1737,5,1
10,25,71,953,1,1
6,50,46,988,10,1
2,92,38,2841,3,1
3,81,79,432,5,1
12,61,67,3061,6,1
5,32,70,2675,9,1
2,46,42,3208,6,0
11,99,86,2574,9,1
6,66,47,2562,5,1
12,76,39,2871,4,1
5,97,98,2303,2,1
8,23,65,213,1,1
11,41,34,563,7,1
4,73,66,2657,1,1
3,20,37,2950,5,0
2,70,49,1021,8,1
9,82,63,3470,5,1
0,49,80,1622,3,0
2,53,76,1271,1,0
2,48,71,3494,7,1
6,87,54,158,4,1
6,90,38,858,2,1
12,76,66,2495,9,1
11,95,64,2954,3,1
0,52,81,2220,1,0
2,84,33,3411,9,1
12,53,40,3514,10,1
7,100,68,1185,8,1
8,69,34,2635,6,1
6,76,49,2724,5,1
6,68,87,1291,4,1
11,67,88,2663,3,1
10,98,52,1841,10,1
7,98,66,981,3,1
5,75,96,2939,4,1
10,31,80,897,6,1
2,75,42,850,2,1
0,28,62,3471,9,0
6,48,49,1772,7,1
0,56,87,1094,7,1
0,40,89,320,1,0
8,20,62,2666,1,0
12,95,35,859,4,1
9,84,77,370,10,1
6,46,84,1799,2,1
12,43,64,3318,5,1
10,68,61,1025,6,1
12,53,32,1976,1,1
3,76,45,2533,9,1
5,69,65,2047,2,1
0,65,60,1005,4,1
6,29,63,958,3,1
11,26,34,742,5,1
5,33,48,1347,8,1
3,34,43,1084,1,0
6,70,91,1110,5,1
2,74,63,2138,1,0
0,51,43,2194,1,0
3,78,97,2804,8,1
2,92,65,990,4,1
0,58,57,3364,5,0
1,66,41,1617,1,0
10,52,94,1415,5,1
4,52,48,614,3,1
7,57,82,2147,5,1
0,40,64,1039,10,1
3,88,93,854,8,1
3,62,100,1699,9,1
4,30,36,3452,6,0
6,79,34,3346,3,1
12,65,100,2332,4,1
11,91,82,2281,1,1
7,75,83,1632,3,1
5,60,74,3048,10,1
0,62,63,1949,5,1
6,71,85,893,2,1
2,67,50,2071,10,1
12,31,52,2856,2,1
12,26,83,2484,4,1
12,63,65,1321,8,1
5,25,40,3049,3,0
7,38,39,1241,6,1
6,35,67,2666,8,1
9,30,81,821,4,1
5,78,83,1957,1,1
8,54,31,1551,5,1
8,79,92,3255,4,1
0,54,96,580,6,1
0,36,73,2856,5,0
0,58,55,403,3,0
7,23,53,565,10,1
11,67,80,2077,4,1
12,90,73,1168,7,1
11,67,66,1403,7,1
9,81,43,2481,9,1
6,42,56,2186,6,1
2,79,36,658,5,1
12,47,31,1756,3,1
1,61,99,1156,4,1
3,57,98,391,8,1
2,77,83,3389,5,1
6,82,58,2720,2,1
9,78,80,2969,8,1
7,40,63,1944,1,1
5,69,44,3518,2,1
2,21,45,1387,1,0
5,100,55,1219,1,1
1,94,47,3530,9,1
11,32,65,2665,4,1
6,75,36,353,1,1
10,36,58,1170,8,1
9,64,96,2555,8,1
6,72,37,2920,1,1
3,56,50,3593,2,0
12,33,36,1298,5,1
7,89,61,3271,2,1
3,60,77,2188,1,1
6,75,63,898,10,1
3,63,48,779,1,1
12,41,53,2523,4,1
11,42,93,2592,2,1
4,63,96,2298,3,1
6,51,55,2101,2,1
12,56,30,3298,4,1
12,65,53,2378,5,1
9,58,35,1296,8,1
2,53,33,1413,9,1
9,100,87,3526,3,1
4,98,58,1369,10,1
10,20,97,1967,10,1
2,57,33,2689,4,1
4,48,76,3560,4,1
2,85,51,971,1,1
10,39,59,2172,4,1
9,61,95,964,6,1
10,76,79,3591,7,1
6,96,57,186,9,1
12,27,57,448,9,1
0,78,33,1034,4,1
8,30,30,2939,10,1
8,55,88,2728,4,1
4,47,77,1876,10,1
8,100,75,233,6,1
9,91,47,344,3,1
12,20,66,2615,9,1
5,71,90,158,8,1
4,22,88,3047,3,1
12,32,35,982,5,1
2,42,31,1401,4,1
10,53,40,2275,9,1
10,45,38,2324,6,1
7,24,100,1050,7,1
3,27,51,2626,5,0
9,100,70,2299,9,1
12,44,84,2694,6,1
12,74,78,1222,7,1
2,47,33,2888,1,0
12,27,99,1813,3,1
5,38,36,1010,5,1
7,32,44,802,6,1
12,45,97,2414,8,1
8,58,55,3320,5,1
5,70,61,1190,10,1
4,25,60,1694,9,1
11,32,57,1640,6,1
10,71,90,236,9,1
1,55,38,3100,3,0
1,36,77,1102,4,1
8,84,57,1636,5,1
1,62,89,1374,8,1
1,32,39,1732,10,1
2,82,61,1129,3,1
2,74,66,2197,8,1
3,97,88,2021,9,1
6,33,50,2869,3,1
8,90,55,860,4,1
1,60,86,1164,9,1
3,62,54,446,6,1
8,82,57,359,9,1
1,60,36,2450,7,1
9,28,60,1041,9,1
10,39,75,699,8,1
12,40,83,584,5,1
0,44,46,2792,10,1
9,85,47,242,2,1
7,49,48,972,9,1
8,91,85,3085,6,1
6,44,34,1697,1,0
7,49,43,3428,3,1
3,96,36,340,7,1
3,50,62,2459,3,0
12,55,48,597,4,1
1,60,98,2420,3,1
7,80,39,980,10,1
10,48,85,3248,3,1
1,53,44,1970,2,0
8,38,32,1622,1,0
3,24,60,1660,8,1
0,39,100,551,10,1
12,97,52,2642,2,1
3,48,77,2253,5,1
2,22,88,2470,6,1
11,44,84,712,9,1
5,88,95,550,9,1
6,74,81,3595,3,1
7,75,99,2228,10,1
1,48,31,957,8,1
5,60,51,3465,9,1
5,21,98,743,6,1
9,25,48,2884,6,1
11,78,33,1947,7,1
4,84,96,556,7,1
9,50,63,297,10,1
9,65,36,2021,8,1
6,79,30,2262,7,1
2,65,78,402,5,1
3,38,57,785,6,1
9,20,75,2064,5,1
12,37,39,1199,1,1
8,26,76,2162,4,1
3,51,56,2748,5,1
2,78,32,664,2,1
1,84,65,198,7,1
4,31,45,2008,10,1
3,64,64,1647,2,1
12,43,50,2405,3,1
12,73,74,1283,2,1
7,23,69,3382,3,1
6,98,33,3439,1,1
5,43,60,2892,9,1
10,42,69,2425,1,1
11,68,49,3598,9,1
1,40,59,748,7,1
2,89,87,3346,6,1
9,41,85,171,7,1
8,94,56,2837,7,1
12,56,49,3391,5,1
8,49,83,3147,7,1
4,50,33,2121,4,0
2,52,97,3068,8,1
1,95,85,1032,7,1
7,46,40,1742,3,1
5,97,64,1758,7,1
9,77,81,2858,9,1
10,20,65,1160,7,1
11,83,54,3215,7,1
6,91,91,393,9,1
0,91,72,2512,10,1
0,45,63,1666,10,1
9,68,90,168,9,1
1,63,99,1424,2,1
9,62,74,461,1,1
2,68,40,388,6,1
11,71,58,3390,10,1
0,90,71,989,4,1
4,51,57,2683,2,0
2,74,95,3570,9,1
0,37,64,3351,6,0
7,78,71,2325,1,1
11,48,96,3112,6,1
10,51,95,2730,2,1
5,73,35,834,9,1
8,50,70,1000,8,1
2,62,57,672,3,1
8,60,75,2648,6,1
8,27,43,1815,8,1
11,62,52,2191,6,1
12,70,57,2791,5,1
11,27,100,1834,9,1
0,28,37,2248,8,0
2,97,84,717,6,1
5,65,70,1485,8,1
7,52,58,524,9,1
3,77,48,3565,10,1
4,98,71,1001,1,1
8,50,93,2485,8,1
5,88,70,2066,3,1
11,67,96,590,2,1
6,30,35,2962,6,0
6,93,75,707,10,1
3,52,44,1612,1,0
3,80,36,504,9,1
3,34,41,3088,2,0
10,48,94,833,3,1
4,46,80,1455,4,1
4,39,45,1620,5,1
7,55,57,1575,1,1
8,33,79,3498,4,1
1,56,49,2019,8,1
10,68,72,2711,7,1
6,55,82,234,9,1
0,77,100,1700,5,1
0,34,54,1786,7,0
3,58,84,2356,10,1
9,24,42,3076,10,1
6,64,76,1384,10,1
1,20,47,2059,4,0
10,66,45,1653,5,1
1,53,82,2605,6,1
0,27,75,3100,2,0
9,73,65,2760,2,1
1,79,49,2711,7,1
12,96,61,809,8,1
6,56,59,3132,7,1
8,65,62,2369,3,1
5,37,42,3363,4,0
9,29,70,1787,7,1
1,87,32,258,6,1
11,90,34,643,1,1
9,95,55,2467,9,1
9,43,36,2421,10,1
12,66,47,3259,7,1
8,56,68,1919,6,1
6,91,74,3496,10,1
10,62,85,784,7,1
0,44,94,1939,4,0
11,37,64,2838,6,1
8,70,52,1038,7,1
1,65,49,420,4,1
3,94,75,551,3,1
8,78,74,500,4,1
3,58,35,2381,6,1
2,97,42,2810,9,1
0,57,52,579,8,1
6,74,87,2857,1,1
5,98,33,538,4,1
9,24,65,1000,4,1
3,24,91,1718,4,1
5,69,44,2261,10,1
5,61,40,2062,6,1
12,38,82,2174,6,1
3,53,51,977,3,1
12,72,59,1889,4,1
5,99,47,1725,10,1
9,40,79,176,10,1
10,64,98,2220,6,1
7,79,62,3023,5,1
12,72,85,2901,3,1
2,38,47,1436,7,1
3,54,87,2396,7,1
9,33,83,414,8,1
12,31,100,1442,1,1
11,68,50,1737,1,1
0,95,45,399,8,1
3,22,42,1024,2,0
10,46,42,2587,2,1
9,44,71,2928,8,1
9,34,54,3448,7,1
11,46,47,1248,3,1
8,34,82,2439,5,1
7,49,78,1176,4,1
10,94,56,1641,2,1
3,78,53,1411,5,1
11,64,53,3225,8,1
6,72,94,1663,3,1
9,97,61,3380,3,1
2,64,34,3314,8,1
8,91,51,459,4,1
9,80,83,2245,3,1
3,30,85,1321,9,1
1,97,53,279,1,1
9,70,59,714,3,1
4,93,41,189,5,1
1,58,41,3483,1,0
9,43,50,1455,3,1
5,25,40,3232,3,0
10,52,31,645,8,1
9,41,71,808,7,1
0,79,54,3409,4,1
5,39,46,270,6,1
3,30,85,1973,6,1
2,54,93,594,10,1
1,54,82,1331,7,1
6,84,44,284,6,1
8,97,30,175,10,1
11,68,70,690,7,1
2,85,85,2913,2,1
5,65,61,1465,3,1
8,24,48,1856,5,1
1,58,69,2729,7,1
6,98,79,2853,3,1
4,70,50,2566,3,1
4,40,37,381,1,1
10,57,48,1984,3,1
6,55,87,2669,1,1
8,33,50,771,5,1
3,52,84,3537,9,1
8,42,64,3418,6,1
12,91,80,3292,5,1
10,57,96,266,7,1
9,66,59,2357,10,1
8,83,32,1414,1,1
12,66,59,1062,8,1
3,20,75,1218,1,0
2,61,71,1086,4,1
1,87,90,3486,8,1
8,97,33,2515,4,1
11,95,92,694,2,1
1,44,77,1353,8,1
5,76,56,3061,6,1
4,71,34,1798,5,1
4,26,82,2531,6,1
3,26,79,3329,10,1
5,75,76,3548,2,1
4,58,53,1430,8,1
10,89,41,2591,4,1
3,77,31,514,6,1
12,42,71,3269,3,1
8,29,53,2936,4,1
12,91,88,1837,7,1
5,55,35,245,1,1
10,90,98,1015,10,1
9,22,93,3352,4,1
9,91,62,2692,4,1
12,96,70,3402,4,1
9,32,53,3191,6,1
12,67,100,2688,1,1
2,85,94,2985,2,1
9,22,69,224,2,1
5,82,37,3538,4,1
0,34,62,270,3,1
4,21,64,767,2,0
9,80,53,2064,10,1
5,78,92,1613,8,1
10,36,32,1755,5,1
7,30,97,3580,5,1
10,24,37,709,2,1
8,89,39,1527,4,1
10,86,88,1134,7,1
2,42,36,2915,6,0
1,82,88,288,5,1
12,23,80,1043,7,1
3,48,57,941,7,1
7,36,69,306,8,1
10,54,100,1580,3,1
7,67,67,3338,10,1
2,67,67,1682,9,1
3,72,33,3021,10,1
2,84,49,2101,6,1
9,94,64,325,10,1
1,20,31,1539,5,0
3,26,69,2023,6,1
5,96,95,179,5,1
10,89,50,1915,4,1
10,49,46,2323,4,1
4,89,50,2844,10,1
2,57,69,204,2,1
1,49,61,1597,4,1
8,73,87,2923,8,1
0,35,52,2434,2,0
8,35,77,945,1,1
0,46,100,636,9,1
6,41,37,1550,5,1
5,34,79,2025,2,1
6,65,62,3527,4,1
2,20,84,988,2,0
2,47,52,1404,4,1
12,52,83,1645,10,1
10,34,83,1979,1,1
0,76,81,1901,4,1
3,89,72,1847,3,1
11,87,92,1541,7,1
1,77,96,1132,8,1
9,39,43,3295,5,1
7,23,31,600,4,1
2,29,99,1684,10,1
6,26,86,1163,6,1
6,76,63,1895,4,1
11,25,55,1907,2,1
8,74,54,2929,5,1
5,50,90,1147,10,1
0,83,97,352,5,1
7,55,88,2012,8,1
0,32,48,1294,5,0
2,94,31,581,8,1
10,92,76,2585,6,1
4,91,79,1506,2,1
7,80,59,3369,10,1
8,29,83,3236,6,1
6,85,45,668,5,1
8,43,68,1811,2,1
10,53,68,707,5,1
2,69,80,2335,4,1
12,94,61,905,9,1
4,20,53,777,7,1
9,24,70,2941,10,1
7,46,38,1839,7,1
11,26,86,3290,8,1
0,20,64,3258,5,0
7,51,69,2075,6,1
6,36,96,1098,1,1
0,37,69,2208,1,0
12,87,45,3296,9,1
12,68,96,2825,4,1
9,32,56,3392,3,1
11,88,45,929,7,1
9,41,37,2060,9,1
11,45,97,1279,5,1
5,87,50,3033,7,1
0,24,99,3464,9,1
1,28,36,1182,1,0
4,96,42,805,8,1
1,81,69,2142,3,1
9,92,75,2996,4,1
0,87,63,2166,1,1
5,97,41,1944,3,1
7,21,65,1524,5,1
7,69,49,3380,9,1
12,70,94,1766,10,1
12,21,47,1775,5,1
7,60,80,2377,9,1
10,83,74,2604,2,1
5,63,76,3120,1,1
10,71,93,3407,4,1
2,56,32,2155,3,0
0,85,70,612,5,1
1,75,58,3198,7,1
4,42,64,3575,6,0
12,90,82,3024,7,1
9,58,100,1304,8,1
4,79,43,810,3,1
9,75,62,2741,10,1
0,55,77,1826,7,1
0,20,57,1190,2,0
8,23,82,3153,1,1
1,60,79,465,1,1
6,72,53,382,4,1
9,50,82,331,10,1
3,52,62,2436,5,1
6,24,72,2017,3,1
7,62,72,1905,4,1
4,30,67,2682,6,1
12,51,97,2033,6,1
11,20,34,3583,1,1
11,62,35,2729,2,1
0,25,66,2259,5,0
3,100,67,1146,9,1
9,30,37,2275,10,1
2,60,30,2276,8,1
9,46,59,3230,3,1
11,80,51,1439,5,1
4,95,72,1109,2,1
9,32,57,1119,4,1
12,54,99,372,4,1
9,44,90,1801,9,1
12,55,74,539,3,1
5,40,46,630,7,1
1,74,45,2849,6,1
6,55,57,1455,7,1
12,47,42,338,3,1
2,46,56,1801,4,0
0,31,46,229,6,0
9,93,39,251,10,1
2,45,75,1235,5,1
8,64,64,3277,4,1
9,25,81,918,3,1
10,27,67,3441,10,1
10,94,75,2816,1,1
5,36,71,202,6,1
10,57,66,3099,4,1
5,96,55,307,5,1
3,60,78,925,8,1
7,34,92,800,6,1
4,93,75,3234,10,1
6,47,82,207,5,1
8,44,55,134,10,1
12,98,61,1664,6,1
12,54,69,1330,9,1
4,99,90,2698,8,1
10,56,99,822,8,1
4,46,71,2210,7,1
3,24,93,2303,2,0
5,78,76,272,5,1
1,85,90,1183,8,1
2,76,67,1220,7,1
0,80,40,432,7,1
1,79,62,3136,4,1
1,83,37,2856,9,1
7,51,82,611,4,1
7,35,67,782,5,1
1,63,40,1535,3,1
12,88,62,1515,5,1
5,80,36,3024,8,1
4,90,38,246,9,1
2,53,39,583,4,1
4,93,32,2028,1,1
4,40,52,1308,3,0
4,38,57,635,4,1
2,71,81,3430,2,1
2,61,72,2098,2,0
3,58,37,2237,6,0
6,64,85,2563,5,1
11,32,70,3265,8,1
11,62,85,3104,8,1
11,90,55,1748,2,1
1,85,32,3545,5,1
9,64,55,262,8,1
3,23,52,1606,9,1
3,20,62,949,8,1
0,79,41,2313,9,1
9,69,35,1930,1,1
7,66,75,1727,6,1
0,36,97,3261,7,0
7,54,65,1305,7,1
6,27,30,3593,10,1
8,75,61,1070,7,1
7,79,65,1335,10,1
4,74,62,2862,5,1
7,26,81,160,5,1
10,84,72,1765,6,1
9,44,34,2392,9,1
11,43,46,1496,3,1
11,94,93,582,5,1
2,84,43,1289,8,1
9,66,39,1479,3,1
6,27,83,1682,1,1
11,64,64,2734,1,1
3,48,87,3269,10,1
4,50,52,2748,7,1
8,76,73,1797,3,1
6,26,69,449,9,1
3,50,70,3479,10,1
5,79,48,3467,9,1
9,75,65,724,7,1
10,51,56,1338,7,1
6,80,32,2838,8,1
12,80,34,2637,6,1
9,95,34,3457,9,1
12,83,99,1903,7,1
8,29,94,2713,2,1
3,45,60,2334,9,1
9,88,72,1880,5,1
2,92,72,3190,9,1
7,56,88,2863,3,1
0,49,61,2145,6,1
8,21,36,1284,6,1
12,61,61,502,10,1
0,87,34,739,7,1
1,54,39,3467,10,1
12,29,57,1196,6,1
7,50,83,2689,5,1
8,98,57,612,1,1
6,25,54,2445,4,1
2,84,82,2619,8,1
6,93,63,1450,3,1
5,21,99,283,5,1
1,28,87,3568,1,0
2,100,30,2994,2,1
10,99,73,1453,1,1
12,85,50,1178,5,1
11,99,38,3083,6,1
12,78,78,1567,7,1
9,32,33,1220,8,1
9,25,63,1144,3,1
12,44,94,900,4,1
11,82,85,2415,6,1
4,78,71,1720,6,1
9,65,35,1591,6,1
3,34,97,343,2,1
1,85,42,1284,2,1
3,61,94,245,10,1
11,36,81,1499,5,1
7,42,39,3572,7,1
4,34,88,1550,1,1
4,57,35,3205,8,1
12,75,79,1734,10,1
11,53,42,1933,10,1
11,84,98,2228,4,1
9,99,55,2724,6,1
2,53,76,1612,1,0
12,92,80,3345,3,1
7,35,36,809,8,1
5,69,95,891,8,1
1,88,70,3387,3,1
1,61,92,1601,7,1
8,81,70,2195,3,1
12,31,38,164,2,1
6,88,38,422,4,1
9,91,95,843,9,1
8,99,92,2702,10,1
5,47,64,956,5,1
4,49,99,2549,4,1
11,94,36,484,6,1
0,69,95,214,2,1
11,36,35,293,10,1
5,29,96,3523,4,1
5,30,93,2523,7,1
2,66,91,1433,5,1
2,27,67,2893,2,0
2,50,76,2829,5,0
2,56,56,3396,5,1
6,52,75,987,4,1
9,28,100,3388,4,1
10,65,47,2972,8,1
1,22,73,2833,9,0
9,32,100,1818,8,1
12,47,71,2068,9,1
9,71,99,876,4,1
1,80,75,2861,8,1
2,43,81,2360,1,0
9,29,45,866,3,1
11,61,47,2935,7,1
6,56,72,3111,3,1
2,34,92,2122,8,1
6,47,84,2987,6,1
8,56,53,1318,2,1
10,84,54,1493,1,1
9,32,95,3283,3,1
11,78,35,3536,8,1
10,87,68,2571,2,1
3,75,40,358,6,1
6,49,43,622,4,1
8,83,63,2607,1,1
7,86,59,2786,2,1
7,39,86,2162,2,1
8,46,76,3297,7,1
4,31,49,2015,7,1
4,60,54,946,9,1
2,99,57,2093,1,1
4,70,42,168,7,1
7,99,85,1220,10,1
11,48,78,2741,7,1
4,70,52,2758,7,1
3,78,93,230,5,1
7,50,44,2031,10,1
6,28,90,971,7,1
5,89,77,2141,3,1
4,49,83,302,3,1
4,59,80,2393,2,1
12,26,56,3594,9,1
9,91,79,2703,8,1
1,78,94,998,5,1
12,30,64,3282,5,1
3,22,44,2780,2,0
7,23,70,2799,1,1
7,39,100,1904,10,1
10,24,91,2402,9,1
0,53,72,1123,4,1
1,33,36,209,5,1
4,32,87,3018,9,1
8,80,35,551,10,1
9,68,50,1617,5,1
10,64,100,2628,9,1
11,72,54,133,8,1
12,43,40,1702,4,1
10,82,88,1119,2,1
6,94,69,1420,1,1
9,28,74,1594,6,1
4,82,98,1159,8,1
0,75,70,928,8,1
5,96,91,604,10,1
11,96,97,750,8,1
7,90,95,2704,5,1
6,94,97,3488,10,1
1,61,55,2239,5,1
11,20,48,3160,2,1
4,83,70,3570,8,1
10,91,74,1532,6,1
3,34,44,545,1,0
8,88,46,827,6,1
9,41,79,1963,7,1
0,39,97,3145,3,0
11,87,68,1976,10,1
5,64,98,1738,1,1
2,99,95,2115,2,1
10,59,61,2747,9,1
8,65,85,1224,10,1
4,82,54,766,10,1
12,31,83,3255,8,1
5,71,42,187,2,1
10,26,75,1604,6,1
8,74,71,2405,5,1
8,24,84,1293,6,1
7,66,53,442,2,1
8,57,88,3234,8,1
3,62,56,1294,6,1
5,89,74,1699,6,1
4,27,93,840,6,1
4,69,37,3425,2,1
3,97,32,1004,8,1
1,28,44,3198,5,0
11,32,62,245,4,1
5,69,79,1111,1,1
8,97,77,1707,3,1
11,54,93,2561,6,1
0,44,82,579,7,1
6,80,78,619,10,1
5,50,100,3270,8,1
2,68,91,666,1,1
0,62,48,1556,5,0
12,64,46,1466,8,1
3,26,86,1865,5,1
8,93,86,3562,4,1
1,25,100,211,9,1
2,69,99,1402,9,1
1,89,100,806,2,1
1,64,52,2291,2,0
9,73,33,2062,10,1
10,36,99,2639,5,1
10,48,80,3417,10,1
7,83,95,2217,8,1
2,90,37,1497,4,1
6,39,33,1390,4,1
7,45,74,636,8,1
2,48,38,3240,2,0
1,26,75,635,4,0
12,53,82,3235,4,1
12,24,60,402,3,1
7,96,32,1134,5,1
2,25,55,1918,3,0
6,52,32,3004,5,0
11,62,60,1687,4,1
0,78,31,251,10,1
11,52,83,2670,6,1
5,80,86,3001,9,1
11,37,58,1572,7,1
11,33,49,1849,6,1
12,40,90,543,2,1
8,58,32,3582,10,1
11,53,65,969,8,1
2,50,44,3133,9,1
6,100,63,2220,8,1
12,26,84,2310,9,1
5,90,90,2434,3,1
7,20,69,3425,5,1
2,41,42,2089,3,0
2,82,31,2926,3,0
3,81,88,2977,10,1
2,65,87,1895,6,1
8,76,46,2501,10,1
10,64,97,1108,5,1
3,93,83,1889,1,1
5,95,55,1655,10,1
7,99,73,1550,4,1
10,32,54,2042,1,1
12,87,39,587,7,1
7,56,92,2564,7,1
4,33,93,891,4,1
4,56,48,3031,3,0
5,33,53,3257,8,1
9,85,77,2436,9,1
6,85,57,1078,4,1
12,52,67,3478,5,1
12,21,32,1842,2,1
9,72,70,3552,2,1
6,74,35,857,1,1
12,64,65,2754,3,1
3,56,70,1548,7,1
5,46,31,289,8,1
6,71,33,383,4,1
4,66,58,1870,9,1
4,77,45,744,5,1
1,26,93,338,10,1
6,32,45,1000,8,1
11,67,95,817,1,1
5,47,37,1236,5,1
10,64,36,3048,10,1
0,75,97,1565,5,1
3,54,71,565,10,1
2,74,77,2094,4,1
11,56,96,3063,4,1
2,28,57,224,10,1
6,22,61,2808,9,1
10,21,73,237,9,1
11,77,81,2685,7,1
9,41,90,2304,7,1
3,43,85,2608,10,1
11,97,65,719,1,1
7,73,98,270,1,1
10,36,99,3154,7,1
8,77,32,3267,1,1
2,77,55,3383,10,1
4,40,91,3031,8,1
3,96,63,1649,4,1
11,82,32,2353,1,1
9,82,31,3232,8,1
5,63,74,495,4,1
10,59,30,1091,7,1
9,94,100,1298,9,1
3,85,84,3339,1,1
7,86,86,2820,10,1
2,98,91,3597,5,1
10,65,48,697,3,1
4,43,56,3082,8,1
12,91,38,2704,6,1
0,89,43,1617,5,1
12,70,71,2119,7,1
5,96,90,1624,9,1
10,23,53,1164,2,1
4,50,100,1669,2,1
7,84,59,357,6,1
8,49,34,3181,8,1
7,91,39,2530,10,1
7,59,40,961,5,1
11,33,97,520,8,1
12,63,95,2442,10,1
2,53,69,1429,7,1
3,58,69,2590,2,1
10,23,50,776,3,1
3,46,84,332,6,1
10,61,59,1380,8,1
4,30,100,3168,8,1
12,51,48,1415,10,1
8,69,45,2861,8,1
11,72,58,1360,9,1
8,23,47,361,4,1
9,38,43,1241,3,1
12,90,92,3266,9,1
11,52,91,1769,10,1
0,97,90,3457,4,1
7,96,41,329,5,1
0,89,73,1271,5,1
1,74,64,1055,8,1
6,28,50,3333,1,0
7,81,75,387,6,1
0,81,62,160,3,1
2,67,39,3471,4,0
6,87,72,3011,5,1
12,67,51,564,2,1
8,46,99,3126,6,1
7,74,88,2438,6,1
7,63,91,1552,6,1
8,90,100,1637,2,1
9,71,55,1174,7,1
2,76,74,3049,5,1
7,28,65,766,6,1
0,27,88,800,4,0
7,75,39,1245,5,1
12,29,45,1859,6,1
6,84,66,225,6,1
12,91,35,1642,9,1
7,64,71,724,2,1
0,58,52,1077,6,0
5,65,86,2588,1,1
6,36,83,765,8,1
10,86,79,3085,8,1
4,95,48,1792,1,1
4,81,54,1957,3,1
6,87,57,2491,5,1
10,55,56,880,1,1
2,28,67,2252,4,0
5,54,32,2990,7,1
6,86,89,1011,2,1
0,71,68,1000,4,1
11,47,84,2133,6,1
1,77,75,2169,5,1
11,43,88,2048,8,1
3,78,74,604,8,1
12,56,88,168,3,1
7,57,53,889,3,1
10,44,68,1098,2,1
12,34,32,2642,10,1
9,35,33,310,2,1
5,74,34,3595,8,1
0,23,82,1122,6,0
9,45,37,3331,3,1
4,58,88,854,3,1
6,76,39,752,7,1
12,66,39,3588,10,1
5,67,68,2199,1,1
12,68,66,2548,1,1
12,56,83,1533,8,1
11,57,87,1067,3,1
8,81,70,2891,7,1
7,80,81,2787,7,1
3,93,71,1208,3,1
12,27,44,2553,7,1
10,57,86,2703,5,1
11,55,90,200,3,1
4,75,68,1734,10,1
6,64,95,2652,10,1
7,69,34,1365,8,1
4,39,40,1578,1,0
8,82,69,2972,1,1
9,74,50,1741,4,1
11,53,100,2296,2,1
3,51,58,2931,7,1
3,95,68,885,3,1
12,92,39,1682,9,1
7,62,62,785,5,1
0,98,47,2723,1,0
7,32,60,289,3,1
4,21,79,1839,7,1
12,80,99,3336,7,1
10,33,65,773,7,1
0,61,36,1210,10,1
3,34,86,1704,5,1
1,29,34,3198,2,0
3,75,63,916,10,1
7,72,53,2423,2,1
4,77,43,1837,2,1
0,100,90,2340,9,1
6,81,76,3124,3,1
0,76,58,1661,1,0
8,82,42,407,8,1
2,23,76,231,1,0
11,97,40,3399,5,1
2,53,46,3459,5,0
5,51,77,756,5,1
9,97,98,3417,6,1
5,53,46,3195,5,1
12,89,60,2407,10,1
10,59,66,2110,9,1
10,54,40,1317,8,1
5,34,53,2727,10,1
12,70,82,836,3,1
0,39,42,715,7,1
4,56,44,2107,9,1
11,57,45,3083,3,1
